time, Quad.Pos.Z, Quad.Est.Z, Quad.Vel.Z, Quad.Est.VZ
16.387623,-0.980985,-0.891763,0.174470,0.182177
16.392620,-0.980120,-0.891036,0.172089,0.180253
16.397617,-0.979267,-0.889960,0.169456,0.177061
16.402615,-0.978428,-0.889254,0.166723,0.174891
16.407612,-0.977604,-0.888212,0.163430,0.170969
16.412609,-0.976797,-0.887531,0.160167,0.168248
16.417606,-0.976006,-0.886530,0.156721,0.164218
16.422604,-0.975233,-0.885876,0.153145,0.161394
16.427601,-0.974479,-0.884916,0.149537,0.156979
16.432598,-0.973742,-0.884291,0.145597,0.153925
16.437595,-0.973028,-0.883378,0.140871,0.148348
16.442593,-0.972339,-0.882789,0.135968,0.144341
16.447590,-0.971675,-0.881935,0.130664,0.138143
16.452587,-0.971037,-0.881386,0.125627,0.133957
16.457584,-0.970424,-0.880595,0.120589,0.127987
16.462582,-0.969835,-0.880087,0.115776,0.124171
16.467579,-0.969270,-0.879353,0.111044,0.118485
16.472576,-0.968730,-0.878883,0.105943,0.114498
16.477573,-0.968216,-0.878209,0.100981,0.108420
16.482571,-0.967726,-0.877779,0.095885,0.104363
16.487568,-0.967263,-0.877165,0.090369,0.097828
16.492565,-0.966828,-0.876779,0.084891,0.093408
16.497562,-0.966419,-0.876231,0.079568,0.086961
16.502560,-0.966036,-0.875887,0.074650,0.082913
16.507557,-0.965677,-0.875401,0.070013,0.077386
16.512554,-0.965341,-0.875095,0.065404,0.073700
16.517551,-0.965028,-0.874664,0.060572,0.067992
16.522549,-0.964740,-0.874396,0.055708,0.064118
16.527546,-0.964476,-0.874023,0.050827,0.058284
16.532543,-0.964237,-0.873794,0.045701,0.054316
16.537540,-0.964023,-0.873480,0.041147,0.048627
16.542538,-0.963829,-0.873289,0.036900,0.045220
16.547535,-0.963657,-0.873027,0.032994,0.040337
16.552532,-0.963502,-0.872869,0.029633,0.037566
16.557529,-0.963362,-0.872650,0.026765,0.034162
16.562527,-0.963239,-0.872516,0.023403,0.031518
16.567524,-0.963132,-0.872335,0.019824,0.027287
16.572521,-0.963044,-0.872229,0.016365,0.024544
16.577518,-0.962972,-0.872090,0.012953,0.020402
16.582516,-0.962917,-0.872011,0.009577,0.017715
16.587513,-0.962880,-0.871913,0.006187,0.013619
16.592510,-0.962858,-0.871861,0.003242,0.011204
16.597507,-0.962849,-0.871800,0.000734,0.008106
16.602505,-0.962854,-0.871770,-0.002124,0.005922
16.607502,-0.962874,-0.871741,-0.005418,0.002096
16.612499,-0.962911,-0.871736,-0.008535,-0.000389
16.617496,-0.962962,-0.871745,-0.011516,-0.003943
16.622494,-0.963029,-0.871763,-0.014592,-0.006370
16.627491,-0.963111,-0.871809,-0.017722,-0.010047
16.632488,-0.963209,-0.871851,-0.020561,-0.012452
16.637486,-0.963318,-0.871932,-0.022952,-0.015349
16.642483,-0.963440,-0.871995,-0.025220,-0.017171
16.647480,-0.963572,-0.872103,-0.027171,-0.019513
16.652477,-0.963714,-0.872183,-0.029346,-0.021282
16.657475,-0.963868,-0.872316,-0.031686,-0.023899
16.662472,-0.964033,-0.872413,-0.033851,-0.025667
16.667469,-0.964208,-0.872572,-0.035610,-0.027791
16.672466,-0.964391,-0.872684,-0.037234,-0.029157
16.677464,-0.964583,-0.872863,-0.039276,-0.031363
16.682461,-0.964785,-0.872990,-0.041254,-0.032994
16.687458,-0.964996,-0.873192,-0.042785,-0.034855
16.692455,-0.965214,-0.873333,-0.044150,-0.035974
16.697453,-0.965439,-0.873552,-0.045677,-0.037661
16.702450,-0.965673,-0.873704,-0.047316,-0.038959
16.707447,-0.965913,-0.873941,-0.048566,-0.040515
16.712444,-0.966160,-0.874104,-0.049725,-0.041416
16.717442,-0.966411,-0.874355,-0.050528,-0.042452
16.722439,-0.966665,-0.874525,-0.051019,-0.042782
16.727436,-0.966921,-0.874783,-0.051378,-0.043104
16.732433,-0.967180,-0.874955,-0.052202,-0.043563
16.737431,-0.967445,-0.875220,-0.053339,-0.044924
16.742428,-0.967715,-0.875400,-0.054339,-0.045750
16.747425,-0.967988,-0.875676,-0.054731,-0.046296
16.752422,-0.968262,-0.875861,-0.054849,-0.046281
16.757420,-0.968537,-0.876140,-0.055198,-0.046685
16.762417,-0.968813,-0.876327,-0.055298,-0.046656
16.767414,-0.969091,-0.876607,-0.055744,-0.047143
16.772411,-0.969370,-0.876796,-0.055900,-0.047259
16.777409,-0.969650,-0.877080,-0.055803,-0.047161
16.782406,-0.969928,-0.877268,-0.055560,-0.046922
16.787403,-0.970205,-0.877549,-0.055276,-0.046626
16.792400,-0.970481,-0.877735,-0.055392,-0.046614
16.797398,-0.970760,-0.878016,-0.055920,-0.047129
16.802395,-0.971041,-0.878205,-0.056437,-0.047509
16.807392,-0.971324,-0.878491,-0.056773,-0.047911
16.812389,-0.971609,-0.878683,-0.056986,-0.048016
16.817387,-0.971894,-0.878971,-0.057229,-0.048372
16.822384,-0.972181,-0.879165,-0.057621,-0.048562
16.827381,-0.972471,-0.879458,-0.058171,-0.049281
16.832378,-0.972763,-0.879655,-0.058643,-0.049694
16.837376,-0.973058,-0.879955,-0.059140,-0.050234
16.842373,-0.973355,-0.880156,-0.059513,-0.050486
16.847370,-0.973654,-0.880460,-0.060094,-0.051025
16.852367,-0.973956,-0.880664,-0.060688,-0.051342
16.857365,-0.974262,-0.880974,-0.061608,-0.052293
16.862362,-0.974572,-0.881184,-0.062104,-0.052760
16.867359,-0.974884,-0.881500,-0.062412,-0.052991
16.872356,-0.975197,-0.881713,-0.062744,-0.053187
16.877354,-0.975511,-0.882032,-0.062743,-0.053293
16.882351,-0.975822,-0.882245,-0.061982,-0.052661
16.887348,-0.976130,-0.882559,-0.061393,-0.051900
16.892345,-0.976435,-0.882766,-0.060911,-0.051409
16.897343,-0.976741,-0.883074,-0.061268,-0.051482
16.902340,-0.977049,-0.883281,-0.062013,-0.052051
16.907337,-0.977361,-0.883595,-0.062500,-0.052658
16.912334,-0.977675,-0.883806,-0.062919,-0.053049
16.917332,-0.977989,-0.884125,-0.062837,-0.053058
16.922329,-0.978302,-0.884337,-0.062245,-0.052637
16.927326,-0.978612,-0.884651,-0.061819,-0.051956
16.932323,-0.978920,-0.884858,-0.061234,-0.051463
16.937321,-0.979224,-0.885165,-0.060904,-0.050917
16.942318,-0.979528,-0.885369,-0.060757,-0.050744
16.947315,-0.979833,-0.885673,-0.060981,-0.050872
16.952312,-0.980139,-0.885877,-0.061398,-0.051192
16.957310,-0.980448,-0.886185,-0.062061,-0.051914
16.962307,-0.980760,-0.886394,-0.062760,-0.052460
16.967304,-0.981075,-0.886709,-0.063192,-0.053017
16.972301,-0.981392,-0.886921,-0.063295,-0.053131
16.977299,-0.981709,-0.887241,-0.063521,-0.053288
16.982296,-0.982027,-0.887454,-0.063718,-0.053361
16.987293,-0.982346,-0.887775,-0.063785,-0.053528
16.992290,-0.982664,-0.887989,-0.063336,-0.053202
16.997288,-0.982979,-0.888306,-0.062686,-0.052357
17.002285,-0.983291,-0.888516,-0.062225,-0.052098
17.007282,-0.983599,-0.888826,-0.061196,-0.050901
17.012280,-0.983904,-0.889029,-0.060803,-0.050476
17.017277,-0.984205,-0.889330,-0.060078,-0.049579
17.022274,-0.984505,-0.889529,-0.059760,-0.049324
17.027271,-0.984804,-0.889824,-0.059840,-0.049161
17.032269,-0.985105,-0.890021,-0.060433,-0.049598
17.037266,-0.985409,-0.890320,-0.061123,-0.050311
17.042263,-0.985716,-0.890522,-0.061508,-0.050731
17.047260,-0.986023,-0.890826,-0.061388,-0.050593
17.052258,-0.986330,-0.891028,-0.061144,-0.050469
17.057255,-0.986635,-0.891330,-0.060972,-0.050184
17.062252,-0.986940,-0.891531,-0.061146,-0.050239
17.067249,-0.987247,-0.891834,-0.061432,-0.050685
17.072247,-0.987554,-0.892037,-0.061667,-0.050863
17.077244,-0.987863,-0.892342,-0.061992,-0.051179
17.082241,-0.988176,-0.892548,-0.062949,-0.051880
17.087238,-0.988496,-0.892862,-0.064672,-0.053863
17.092236,-0.988825,-0.893080,-0.066390,-0.055352
17.097233,-0.989160,-0.893415,-0.067533,-0.056836
17.102230,-0.989502,-0.893643,-0.068749,-0.057856
17.107227,-0.989847,-0.893993,-0.069340,-0.058751
17.112225,-0.990195,-0.894228,-0.069703,-0.059045
17.117222,-0.990545,-0.894583,-0.070081,-0.059500
17.122219,-0.990896,-0.894822,-0.070208,-0.059752
17.127216,-0.991246,-0.895180,-0.069752,-0.059323
17.132214,-0.991593,-0.895416,-0.069188,-0.058863
17.137211,-0.991938,-0.895768,-0.068741,-0.058236
17.142208,-0.992281,-0.896001,-0.068846,-0.058259
17.147205,-0.992626,-0.896351,-0.069095,-0.058656
17.152203,-0.992973,-0.896586,-0.069460,-0.058947
17.157200,-0.993320,-0.896940,-0.069313,-0.058950
17.162197,-0.993665,-0.897176,-0.068884,-0.058633
17.167194,-0.994007,-0.897525,-0.067948,-0.057582
17.172192,-0.994344,-0.897755,-0.067113,-0.056973
17.177189,-0.994676,-0.898094,-0.065854,-0.055548
17.182186,-0.994999,-0.898315,-0.063844,-0.053920
17.187183,-0.995313,-0.898634,-0.061750,-0.051436
17.192181,-0.995614,-0.898838,-0.059360,-0.049516
17.197178,-0.995903,-0.899129,-0.056562,-0.046247
17.202175,-0.996176,-0.899311,-0.053099,-0.043521
17.207172,-0.996430,-0.899563,-0.049327,-0.039022
17.212170,-0.996666,-0.899716,-0.045697,-0.036088
17.217167,-0.996884,-0.899924,-0.042258,-0.031891
17.222164,-0.997086,-0.900050,-0.039041,-0.029340
17.227161,-0.997271,-0.900218,-0.035664,-0.025325
17.232159,-0.997439,-0.900316,-0.032198,-0.022559
17.237156,-0.997589,-0.900443,-0.028492,-0.018187
17.242153,-0.997719,-0.900512,-0.024421,-0.014920
17.247150,-0.997829,-0.900592,-0.020377,-0.010076
17.252148,-0.997918,-0.900629,-0.016094,-0.006621
17.257145,-0.997985,-0.900659,-0.011458,-0.001255
17.262142,-0.998028,-0.900660,-0.006911,0.002489
17.267139,-0.998050,-0.900635,-0.002698,0.007572
17.272137,-0.998051,-0.900601,0.001558,0.010984
17.277134,-0.998029,-0.900525,0.006033,0.016213
17.282131,-0.997985,-0.900456,0.010983,0.020029
17.287128,-0.997914,-0.900324,0.016107,0.026167
17.292126,-0.997819,-0.900215,0.021049,0.030176
17.297123,-0.997699,-0.900023,0.025727,0.035736
17.302120,-0.997558,-0.899877,0.029762,0.038912
17.307117,-0.997398,-0.899634,0.033762,0.043567
17.312115,-0.997217,-0.899457,0.037615,0.046550
17.317112,-0.997018,-0.899168,0.041430,0.051065
17.322109,-0.996801,-0.898961,0.044596,0.053783
17.327106,-0.996570,-0.898633,0.047167,0.056713
17.332104,-0.996326,-0.898404,0.049888,0.058901
17.337101,-0.996070,-0.898045,0.052062,0.061461
17.342098,-0.995802,-0.897798,0.054478,0.063357
17.347095,-0.995523,-0.897412,0.056916,0.066192
17.352093,-0.995232,-0.897145,0.058797,0.067800
17.357090,-0.994934,-0.896736,0.060129,0.069343
17.362087,-0.994631,-0.896457,0.060892,0.070064
17.367085,-0.994326,-0.896037,0.061075,0.070268
17.372082,-0.994021,-0.895756,0.060680,0.069908
17.377079,-0.993719,-0.895338,0.060221,0.069152
17.382076,-0.993419,-0.895061,0.059889,0.068785
17.387074,-0.993121,-0.894650,0.059571,0.068224
17.392071,-0.992823,-0.894377,0.059509,0.067962
17.397068,-0.992527,-0.893970,0.059169,0.067488
17.402065,-0.992232,-0.893700,0.058770,0.067019
17.407063,-0.991938,-0.893299,0.058648,0.066654
17.412060,-0.991646,-0.893033,0.058354,0.066266
17.417057,-0.991355,-0.892636,0.058102,0.065933
17.422054,-0.991067,-0.892373,0.057085,0.065157
17.427052,-0.990786,-0.891986,0.055747,0.063470
17.432049,-0.990511,-0.891733,0.054446,0.062314
17.437046,-0.990243,-0.891362,0.052957,0.060464
17.442043,-0.989983,-0.891122,0.051312,0.059125
17.447041,-0.989731,-0.890771,0.049846,0.057143
17.452038,-0.989486,-0.890544,0.048494,0.056045
17.457035,-0.989249,-0.890211,0.046793,0.053978
17.462032,-0.989021,-0.889997,0.044802,0.052263
17.467030,-0.988803,-0.889689,0.042443,0.049453
17.472027,-0.988599,-0.889493,0.039929,0.047391
17.477024,-0.988406,-0.889214,0.037684,0.044528
17.482021,-0.988224,-0.889038,0.035337,0.042608
17.487019,-0.988055,-0.888788,0.032730,0.039489
17.492016,-0.987900,-0.888633,0.029798,0.037027
17.497013,-0.987760,-0.888417,0.026964,0.033658
17.502010,-0.987634,-0.888285,0.023744,0.031080
17.507008,-0.987524,-0.888106,0.020892,0.027437
17.512005,-0.987429,-0.887999,0.017916,0.025054
17.517002,-0.987347,-0.887856,0.015312,0.021691
17.521999,-0.987278,-0.887771,0.013030,0.019765
17.526997,-0.987219,-0.887657,0.010982,0.017149
17.531994,-0.987171,-0.887591,0.008421,0.015166
17.536991,-0.987137,-0.887507,0.005671,0.011800
17.541988,-0.987117,-0.887462,0.003145,0.009789
17.546986,-0.987109,-0.887409,0.000485,0.006616
17.551983,-0.987114,-0.887385,-0.001808,0.004637
17.556980,-0.987129,-0.887362,-0.003626,0.002358
17.561977,-0.987152,-0.887354,-0.005440,0.000890
17.566975,-0.987184,-0.887353,-0.007162,-0.001216
17.571972,-0.987226,-0.887359,-0.009130,-0.002705
17.576969,-0.987278,-0.887381,-0.011130,-0.005184
17.581966,-0.987340,-0.887403,-0.013131,-0.006825
17.586964,-0.987411,-0.887449,-0.015016,-0.009266
17.591961,-0.987491,-0.887487,-0.016736,-0.010709
17.596958,-0.987580,-0.887556,-0.018466,-0.012744
17.601955,-0.987679,-0.887608,-0.020561,-0.014470
17.606953,-0.987788,-0.887701,-0.022783,-0.017157
17.611950,-0.987908,-0.887771,-0.024526,-0.018630
17.616947,-0.988035,-0.887887,-0.026099,-0.020542
17.621944,-0.988170,-0.887970,-0.027450,-0.021690
17.626942,-0.988311,-0.888104,-0.028687,-0.023234
17.631939,-0.988458,-0.888197,-0.029834,-0.024231
17.636936,-0.988610,-0.888345,-0.030746,-0.025364
17.641933,-0.988766,-0.888448,-0.031444,-0.026053
17.646931,-0.988925,-0.888605,-0.032214,-0.026837
17.651928,-0.989090,-0.888714,-0.033526,-0.027947
17.656925,-0.989262,-0.888884,-0.034771,-0.029395
17.661922,-0.989438,-0.889003,-0.035798,-0.030151
17.666920,-0.989621,-0.889187,-0.036906,-0.031643
17.671917,-0.989808,-0.889314,-0.037800,-0.032388
17.676914,-0.990000,-0.889511,-0.038709,-0.033539
17.681911,-0.990196,-0.889645,-0.039753,-0.034281
17.686909,-0.990398,-0.889854,-0.040811,-0.035659
17.691906,-0.990605,-0.889997,-0.041657,-0.036355
17.696903,-0.990815,-0.890217,-0.042445,-0.037318
17.701900,-0.991029,-0.890367,-0.043077,-0.037747
17.706898,-0.991248,-0.890595,-0.043985,-0.038779
17.711895,-0.991469,-0.890751,-0.044227,-0.039124
17.716892,-0.991689,-0.890985,-0.044095,-0.038970
17.721889,-0.991909,-0.891141,-0.043924,-0.038835
17.726887,-0.992128,-0.891374,-0.043867,-0.038812
17.731884,-0.992347,-0.891529,-0.043458,-0.038476
17.736881,-0.992563,-0.891759,-0.043259,-0.038160
17.741879,-0.992779,-0.891911,-0.043213,-0.038078
17.746876,-0.992996,-0.892141,-0.043599,-0.038557
17.751873,-0.993215,-0.892295,-0.043983,-0.038787
17.756870,-0.993437,-0.892529,-0.044269,-0.039289
17.761868,-0.993657,-0.892686,-0.044232,-0.039152
17.766865,-0.993879,-0.892921,-0.044526,-0.039490
17.771862,-0.994102,-0.893080,-0.044674,-0.039694
17.776859,-0.994327,-0.893319,-0.045180,-0.040263
17.781857,-0.994554,-0.893480,-0.045355,-0.040425
17.786854,-0.994780,-0.893722,-0.045287,-0.040463
17.791851,-0.995006,-0.893884,-0.045097,-0.040262
17.796848,-0.995231,-0.894126,-0.045007,-0.040217
17.801846,-0.995454,-0.894286,-0.044331,-0.039754
17.806843,-0.995673,-0.894522,-0.043268,-0.038519
17.811840,-0.995886,-0.894675,-0.042177,-0.037678
17.816837,-0.996092,-0.894898,-0.040736,-0.036012
17.821835,-0.996292,-0.895041,-0.039345,-0.034997
17.826832,-0.996483,-0.895247,-0.037554,-0.032854
17.831829,-0.996667,-0.895378,-0.036266,-0.031717
17.836826,-0.996846,-0.895565,-0.035349,-0.030567
17.841824,-0.997020,-0.895687,-0.034393,-0.029758
17.846821,-0.997191,-0.895864,-0.034073,-0.029251
17.851818,-0.997360,-0.895981,-0.033569,-0.028860
17.856815,-0.997527,-0.896153,-0.033399,-0.028590
17.861813,-0.997692,-0.896267,-0.032605,-0.028063
17.866810,-0.997852,-0.896433,-0.031786,-0.027024
17.871807,-0.998009,-0.896541,-0.031094,-0.026562
17.876804,-0.998163,-0.896698,-0.030689,-0.025840
17.881802,-0.998317,-0.896801,-0.031022,-0.026083
17.886799,-0.998474,-0.896959,-0.031490,-0.026654
17.891796,-0.998634,-0.897066,-0.032292,-0.027238
17.896793,-0.998797,-0.897232,-0.032848,-0.028094
17.901791,-0.998962,-0.897344,-0.033012,-0.028269
17.906788,-0.999128,-0.897514,-0.033429,-0.028764
17.911785,-0.999296,-0.897630,-0.033688,-0.029027
17.916782,-0.999465,-0.897804,-0.034182,-0.029509
17.921780,-0.999638,-0.897923,-0.034805,-0.029975
17.926777,-0.999813,-0.898104,-0.034975,-0.030427
17.931774,-0.999987,-0.898226,-0.034686,-0.030296
17.936771,-1.000160,-0.898406,-0.034734,-0.030139
17.941769,-1.000335,-0.898527,-0.035043,-0.030417
17.946766,-1.000509,-0.898710,-0.034776,-0.030315
17.951763,-1.000682,-0.898831,-0.034499,-0.029958
17.956760,-1.000855,-0.899011,-0.034488,-0.030009
17.961758,-1.001026,-0.899130,-0.034271,-0.029759
17.966755,-1.001198,-0.899309,-0.034332,-0.029859
17.971752,-1.001370,-0.899429,-0.034459,-0.030054
17.976749,-1.001542,-0.899609,-0.034332,-0.029909
17.981747,-1.001714,-0.899729,-0.034487,-0.029922
17.986744,-1.001887,-0.899909,-0.034585,-0.030124
17.991741,-1.002061,-0.900030,-0.035115,-0.030408
17.996738,-1.002239,-0.900214,-0.035855,-0.031389
18.001736,-1.002420,-0.900340,-0.036266,-0.031832
18.006733,-1.002602,-0.900532,-0.036613,-0.032178
18.011730,-1.002785,-0.900661,-0.036761,-0.032309
18.016727,-1.002970,-0.900856,-0.036939,-0.032512
18.021725,-1.003155,-0.900986,-0.037118,-0.032721
18.026722,-1.003342,-0.901183,-0.037586,-0.033194
18.031719,-1.003532,-0.901316,-0.038164,-0.033730
18.036716,-1.003723,-0.901519,-0.038427,-0.034119
18.041714,-1.003916,-0.901656,-0.038652,-0.034204
18.046711,-1.004109,-0.901862,-0.038671,-0.034358
18.051708,-1.004302,-0.902000,-0.038657,-0.034456
18.056705,-1.004496,-0.902206,-0.038879,-0.034638
18.061703,-1.004690,-0.902345,-0.038507,-0.034435
18.066700,-1.004881,-0.902550,-0.037858,-0.033674
18.071697,-1.005067,-0.902684,-0.037001,-0.032922
18.076694,-1.005251,-0.902880,-0.036599,-0.032320
18.081692,-1.005432,-0.903009,-0.035876,-0.031819
18.086689,-1.005610,-0.903198,-0.035279,-0.031056
18.091686,-1.005784,-0.903322,-0.034736,-0.030537
18.096684,-1.005956,-0.903504,-0.034086,-0.029765
18.101681,-1.006124,-0.903622,-0.033190,-0.029102
18.106678,-1.006286,-0.903794,-0.031760,-0.027481
18.111675,-1.006440,-0.903903,-0.030449,-0.026410
18.116673,-1.006589,-0.904058,-0.029286,-0.024891
18.121670,-1.006731,-0.904156,-0.027620,-0.023566
18.126667,-1.006863,-0.904293,-0.025567,-0.021137
18.131664,-1.006983,-0.904375,-0.022912,-0.018963
18.136662,-1.007089,-0.904483,-0.020284,-0.015738
18.141659,-1.007183,-0.904544,-0.017688,-0.013602
18.146656,-1.007262,-0.904619,-0.014597,-0.009882
18.151653,-1.007326,-0.904656,-0.011454,-0.007283
18.156651,-1.007373,-0.904691,-0.008304,-0.003393
18.161648,-1.007404,-0.904702,-0.004789,-0.000570
18.166645,-1.007417,-0.904696,-0.000893,0.004193
18.171642,-1.007409,-0.904676,0.003370,0.007600
18.176640,-1.007378,-0.904619,0.007889,0.013167
18.181637,-1.007325,-0.904563,0.012540,0.016852
18.186634,-1.007247,-0.904449,0.017723,0.023175
18.191631,-1.007142,-0.904352,0.023030,0.027581
18.196629,-1.007010,-0.904173,0.028728,0.034408
18.201626,-1.006849,-0.904031,0.034830,0.039243
18.206623,-1.006656,-0.903780,0.041136,0.046921
18.211620,-1.006430,-0.903587,0.047836,0.052382
18.216618,-1.006170,-0.903256,0.054847,0.060821
18.221615,-1.005874,-0.903006,0.061973,0.066640
18.226612,-1.005543,-0.902589,0.069077,0.075262
18.231609,-1.005176,-0.902282,0.076324,0.081121
18.236607,-1.004772,-0.901778,0.083561,0.089962
18.241604,-1.004334,-0.901413,0.090347,0.095463
18.246601,-1.003861,-0.900823,0.097343,0.103938
18.251598,-1.003354,-0.900402,0.104057,0.109518
18.256596,-1.002815,-0.899729,0.110442,0.117311
18.261593,-1.002244,-0.899255,0.116694,0.122387
18.266590,-1.001640,-0.898505,0.123395,0.130414
18.271587,-1.001003,-0.897977,0.130255,0.135919
18.276585,-1.000331,-0.897145,0.137078,0.144256
18.281582,-0.999625,-0.896563,0.143911,0.149806
18.286579,-0.998886,-0.895648,0.150286,0.157618
18.291576,-0.998117,-0.895013,0.156159,0.162427
18.296574,-0.997320,-0.894024,0.161749,0.169260
18.301571,-0.996496,-0.893343,0.166756,0.173374
18.306568,-0.995649,-0.892292,0.171016,0.178712
18.311565,-0.994782,-0.891574,0.175030,0.181933
18.316563,-0.993896,-0.890473,0.178465,0.186272
18.321560,-0.992994,-0.889725,0.181666,0.188896
18.326557,-0.992077,-0.888585,0.184402,0.192204
18.331554,-0.991148,-0.887815,0.186540,0.194007
18.336552,-0.990211,-0.886646,0.188248,0.196033
18.341549,-0.989265,-0.885861,0.189566,0.197143
18.346546,-0.988314,-0.884676,0.190544,0.198323
18.351543,-0.987360,-0.883882,0.190930,0.198659
18.356541,-0.986406,-0.882690,0.190683,0.198475
18.361538,-0.985454,-0.881896,0.190287,0.198132
18.366535,-0.984503,-0.880709,0.189900,0.197567
18.371532,-0.983555,-0.879919,0.189463,0.197218
18.376530,-0.982610,-0.878737,0.188482,0.196152
18.381527,-0.981673,-0.877954,0.186648,0.194781
18.386524,-0.980746,-0.876790,0.184615,0.192215
18.391521,-0.979829,-0.876023,0.182580,0.190552
18.396519,-0.978923,-0.874885,0.180305,0.187821
18.401516,-0.978029,-0.874136,0.177485,0.185524
18.406513,-0.977151,-0.873030,0.174404,0.181829
18.411510,-0.976289,-0.872305,0.171132,0.179295
18.416508,-0.975445,-0.871238,0.166981,0.174418
18.421505,-0.974624,-0.870544,0.162191,0.170523
18.426502,-0.973828,-0.869533,0.157352,0.164597
18.431499,-0.973057,-0.868879,0.152201,0.160560
18.436497,-0.972312,-0.867928,0.146827,0.154104
18.441494,-0.971593,-0.867316,0.141662,0.149825
18.446491,-0.970899,-0.866429,0.136915,0.144035
18.451488,-0.970229,-0.865857,0.131765,0.140067
18.456486,-0.969587,-0.865030,0.126190,0.133377
18.461483,-0.968973,-0.864501,0.120625,0.128902
18.466480,-0.968387,-0.863741,0.115050,0.122187
18.471478,-0.967829,-0.863257,0.109176,0.117615
18.476475,-0.967300,-0.862565,0.103347,0.110459
18.481472,-0.966801,-0.862128,0.097655,0.105922
18.486469,-0.966329,-0.861506,0.092102,0.099188
18.491467,-0.965886,-0.861114,0.086493,0.094666
18.496464,-0.965468,-0.860559,0.081582,0.088589
18.501461,-0.965073,-0.860208,0.077332,0.085082
18.506458,-0.964699,-0.859708,0.073308,0.080275
18.511456,-0.964346,-0.859390,0.068675,0.076896
18.516453,-0.964018,-0.858941,0.063441,0.070559
18.521450,-0.963716,-0.858663,0.058362,0.066598
18.526447,-0.963439,-0.858276,0.053213,0.060391
18.531445,-0.963189,-0.858038,0.047842,0.056119
18.536442,-0.962968,-0.857715,0.041927,0.049218
18.541439,-0.962776,-0.857523,0.035976,0.044384
18.546436,-0.962613,-0.857270,0.030324,0.037557
18.551434,-0.962479,-0.857125,0.024635,0.032889
18.556431,-0.962372,-0.856941,0.019286,0.026477
18.561428,-0.962290,-0.856839,0.014409,0.022483
18.566425,-0.962232,-0.856715,0.009871,0.017089
18.571423,-0.962196,-0.856650,0.005258,0.013412
18.576420,-0.962185,-0.856581,0.000112,0.007451
18.581417,-0.962200,-0.856556,-0.005077,0.003290
18.586414,-0.962241,-0.856548,-0.010000,-0.002792
18.591412,-0.962303,-0.856563,-0.014162,-0.006151
18.596409,-0.962385,-0.856610,-0.017823,-0.010654
18.601406,-0.962485,-0.856655,-0.021086,-0.013356
18.606403,-0.962599,-0.856742,-0.024065,-0.016946
18.611401,-0.962727,-0.856812,-0.026427,-0.018932
18.616398,-0.962865,-0.856930,-0.028503,-0.021331
18.621395,-0.963013,-0.857017,-0.030467,-0.022826
18.626392,-0.963172,-0.857159,-0.032728,-0.025480
18.631390,-0.963344,-0.857263,-0.035266,-0.027614
18.636387,-0.963526,-0.857434,-0.037394,-0.030210
18.641384,-0.963720,-0.857556,-0.039554,-0.031852
18.646381,-0.963924,-0.857753,-0.041812,-0.034474
18.651379,-0.964140,-0.857892,-0.043975,-0.036221
18.656376,-0.964366,-0.858115,-0.045988,-0.038559
18.661373,-0.964602,-0.858270,-0.048133,-0.040202
18.666370,-0.964849,-0.858517,-0.050287,-0.042713
18.671368,-0.965107,-0.858689,-0.052394,-0.044473
18.676365,-0.965374,-0.858960,-0.053967,-0.046376
18.681362,-0.965648,-0.859147,-0.055247,-0.047438
18.686359,-0.965927,-0.859433,-0.056329,-0.048576
18.691357,-0.966213,-0.859629,-0.057769,-0.049626
18.696354,-0.966507,-0.859930,-0.059512,-0.051572
18.701351,-0.966810,-0.860138,-0.061178,-0.053022
18.706348,-0.967120,-0.860460,-0.062549,-0.054686
18.711346,-0.967435,-0.860679,-0.063042,-0.055159
18.716343,-0.967749,-0.861010,-0.062674,-0.054815
18.721340,-0.968061,-0.861229,-0.062201,-0.054401
18.726337,-0.968371,-0.861554,-0.061944,-0.053948
18.731335,-0.968682,-0.861770,-0.062295,-0.054171
18.736332,-0.968995,-0.862096,-0.062913,-0.054800
18.741329,-0.969311,-0.862316,-0.063526,-0.055316
18.746326,-0.969631,-0.862649,-0.064067,-0.055858
18.751324,-0.969952,-0.862872,-0.064467,-0.056073
18.756321,-0.970276,-0.863210,-0.064883,-0.056586
18.761318,-0.970601,-0.863437,-0.065031,-0.056699
18.766315,-0.970927,-0.863777,-0.065332,-0.057000
18.771313,-0.971255,-0.864005,-0.065698,-0.057267
18.776310,-0.971583,-0.864349,-0.065698,-0.057245
18.781307,-0.971912,-0.864578,-0.065978,-0.057347
18.786304,-0.972243,-0.864923,-0.066268,-0.057686
18.791302,-0.972575,-0.865154,-0.066523,-0.057795
18.796299,-0.972908,-0.865501,-0.066540,-0.057928
18.801296,-0.973239,-0.865733,-0.066039,-0.057463
18.806293,-0.973568,-0.866076,-0.065546,-0.056838
18.811291,-0.973892,-0.866303,-0.064473,-0.055986
18.816288,-0.974211,-0.866636,-0.063144,-0.054398
18.821285,-0.974523,-0.866852,-0.061959,-0.053359
18.826283,-0.974830,-0.867170,-0.061297,-0.052413
18.831280,-0.975135,-0.867379,-0.060751,-0.051909
18.836277,-0.975438,-0.867690,-0.060640,-0.051546
18.841274,-0.975742,-0.867896,-0.061057,-0.051739
18.846272,-0.976048,-0.868207,-0.061020,-0.051781
18.851269,-0.976353,-0.868414,-0.061302,-0.051916
