time, Quad.Pos.Z, Quad.Est.Z, Quad.Vel.Z, Quad.Est.VZ
7.854613,-0.992208,-0.962728,-0.048922,-0.045761
7.859613,-0.992450,-0.962910,-0.048152,-0.045138
7.864613,-0.992689,-0.963179,-0.047457,-0.044228
7.869612,-0.992925,-0.963355,-0.047058,-0.043875
7.874612,-0.993159,-0.963618,-0.046688,-0.043586
7.879611,-0.993392,-0.963793,-0.046458,-0.043508
7.884611,-0.993624,-0.964053,-0.046349,-0.043312
7.889611,-0.993856,-0.964226,-0.046425,-0.043311
7.894610,-0.994088,-0.964486,-0.046438,-0.043317
7.899610,-0.994320,-0.964659,-0.046593,-0.043274
7.904610,-0.994554,-0.964920,-0.046801,-0.043692
7.909609,-0.994788,-0.965095,-0.046824,-0.043771
7.914609,-0.995022,-0.965357,-0.046741,-0.043606
7.919609,-0.995254,-0.965531,-0.046139,-0.043168
7.924608,-0.995484,-0.965789,-0.045775,-0.042581
7.929608,-0.995711,-0.965959,-0.045236,-0.042371
7.934608,-0.995935,-0.966211,-0.044314,-0.041233
7.939607,-0.996152,-0.966375,-0.042959,-0.040305
7.944607,-0.996362,-0.966612,-0.041149,-0.038160
7.949606,-0.996563,-0.966764,-0.039842,-0.036983
7.954606,-0.996760,-0.966984,-0.039007,-0.036029
7.959606,-0.996951,-0.967127,-0.037694,-0.035039
7.964605,-0.997136,-0.967334,-0.036626,-0.033700
7.969605,-0.997315,-0.967468,-0.035295,-0.032541
7.974605,-0.997489,-0.967661,-0.034313,-0.031315
7.979604,-0.997657,-0.967785,-0.033255,-0.030583
7.984604,-0.997821,-0.967966,-0.032375,-0.029471
7.989604,-0.997980,-0.968083,-0.031624,-0.028816
7.994603,-0.998137,-0.968255,-0.031008,-0.028161
7.999603,-0.998289,-0.968367,-0.030224,-0.027579
8.004604,-0.998438,-0.968531,-0.029685,-0.026822
8.009606,-0.998586,-0.968638,-0.029499,-0.026613
8.014608,-0.998733,-0.968797,-0.029490,-0.026495
8.019610,-0.998883,-0.968904,-0.030333,-0.027070
8.024612,-0.999039,-0.969069,-0.031691,-0.028769
8.029614,-0.999203,-0.969186,-0.033456,-0.030157
8.034616,-0.999374,-0.969371,-0.034826,-0.031978
8.039618,-0.999551,-0.969499,-0.035526,-0.032692
8.044621,-0.999730,-0.969697,-0.035986,-0.033233
8.049623,-0.999911,-0.969830,-0.036564,-0.033644
8.054625,-1.000095,-0.970033,-0.036915,-0.034148
8.059627,-1.000279,-0.970170,-0.036753,-0.034047
8.064629,-1.000463,-0.970374,-0.036861,-0.033997
8.069631,-1.000649,-0.970510,-0.037215,-0.034334
8.074633,-1.000835,-0.970717,-0.037475,-0.034716
8.079635,-1.001022,-0.970856,-0.037301,-0.034641
8.084637,-1.001209,-0.971063,-0.037206,-0.034378
8.089639,-1.001394,-0.971200,-0.037008,-0.034158
8.094641,-1.001579,-0.971405,-0.037012,-0.034087
8.099643,-1.001762,-0.971541,-0.036289,-0.033483
8.104645,-1.001942,-0.971740,-0.035522,-0.032510
8.109647,-1.002116,-0.971869,-0.034652,-0.031703
8.114649,-1.002286,-0.972057,-0.033350,-0.030218
8.119651,-1.002448,-0.972177,-0.031691,-0.028912
8.124653,-1.002600,-0.972345,-0.029475,-0.026161
8.129655,-1.002740,-0.972448,-0.027113,-0.024319
8.134657,-1.002868,-0.972587,-0.024312,-0.020865
8.139659,-1.002980,-0.972668,-0.021132,-0.018373
8.144661,-1.003074,-0.972770,-0.017397,-0.013885
8.149663,-1.003150,-0.972822,-0.013509,-0.010725
8.154665,-1.003206,-0.972877,-0.009637,-0.005974
8.159667,-1.003243,-0.972898,-0.005975,-0.003094
8.164669,-1.003261,-0.972907,-0.001901,0.001866
8.169671,-1.003257,-0.972895,0.002564,0.005534
8.174673,-1.003229,-0.972851,0.007568,0.011553
8.179675,-1.003176,-0.972800,0.012730,0.015826
8.184677,-1.003097,-0.972693,0.018062,0.022190
8.189679,-1.002989,-0.972600,0.024016,0.026810
8.194681,-1.002850,-0.972423,0.030350,0.034696
8.199683,-1.002680,-0.972279,0.036294,0.039514
8.204685,-1.002482,-0.972028,0.041917,0.046494
8.209687,-1.002256,-0.971838,0.047263,0.050746
8.214689,-1.002003,-0.971520,0.053101,0.057732
8.219691,-1.001719,-0.971284,0.059085,0.062631
8.224693,-1.001405,-0.970894,0.065299,0.070029
8.229695,-1.001060,-0.970609,0.071497,0.075069
8.234697,-1.000685,-0.970144,0.077523,0.082398
8.239699,-1.000280,-0.969809,0.083268,0.087099
8.244701,-0.999847,-0.969273,0.089035,0.094070
8.249703,-0.999384,-0.968892,0.094845,0.098834
8.254705,-0.998891,-0.968284,0.100997,0.106287
8.259707,-0.998368,-0.967854,0.107030,0.111233
8.264709,-0.997814,-0.967172,0.113215,0.118709
8.269711,-0.997229,-0.966692,0.119555,0.123906
8.274714,-0.996613,-0.965933,0.125726,0.131425
8.279716,-0.995966,-0.965402,0.131621,0.136158
8.284718,-0.995292,-0.964571,0.137123,0.142914
8.289720,-0.994591,-0.963996,0.142159,0.146962
8.294722,-0.993866,-0.963102,0.147034,0.152863
8.299724,-0.993115,-0.962487,0.152001,0.156912
8.304726,-0.992342,-0.961534,0.156362,0.162310
8.309728,-0.991548,-0.960882,0.160298,0.165514
8.314730,-0.990736,-0.959880,0.163858,0.169776
8.319732,-0.989907,-0.959198,0.167144,0.172490
8.324734,-0.989063,-0.958156,0.169794,0.175711
8.329736,-0.988207,-0.957451,0.171951,0.177606
8.334738,-0.987343,-0.956382,0.173412,0.179412
8.339740,-0.986472,-0.955663,0.174594,0.180236
8.344742,-0.985596,-0.954579,0.175563,0.181454
8.349744,-0.984716,-0.953853,0.176087,0.181966
8.354746,-0.983835,-0.952760,0.176308,0.182236
8.359748,-0.982954,-0.952031,0.176368,0.182257
8.364750,-0.982072,-0.950938,0.176247,0.182128
8.369752,-0.981192,-0.950210,0.175846,0.181804
8.374754,-0.980315,-0.949120,0.175100,0.181061
8.379756,-0.979444,-0.948397,0.173574,0.179826
8.384758,-0.978581,-0.947322,0.171756,0.177695
8.389760,-0.977728,-0.946613,0.169574,0.176003
8.394762,-0.976889,-0.945563,0.166638,0.172677
8.399764,-0.976066,-0.944875,0.163414,0.170148
8.404766,-0.975258,-0.943862,0.160259,0.166215
8.409768,-0.974465,-0.943200,0.157510,0.163911
8.414770,-0.973686,-0.942223,0.154489,0.160443
8.419772,-0.972925,-0.941584,0.150824,0.157522
8.424774,-0.972182,-0.940648,0.147109,0.153100
8.429776,-0.971457,-0.940038,0.143531,0.150174
8.434778,-0.970750,-0.939146,0.140009,0.145987
8.439780,-0.970061,-0.938565,0.136201,0.142994
8.444782,-0.969392,-0.937716,0.132404,0.138448
8.449784,-0.968742,-0.937166,0.128434,0.135193
8.454786,-0.968112,-0.936364,0.124412,0.130323
8.459788,-0.967502,-0.935846,0.120188,0.126872
8.464790,-0.966914,-0.935095,0.115970,0.121848
8.469792,-0.966347,-0.934611,0.111632,0.118340
8.474794,-0.965802,-0.933911,0.106889,0.112748
8.479796,-0.965283,-0.933464,0.102006,0.108875
8.484798,-0.964788,-0.932823,0.096860,0.102713
8.489800,-0.964318,-0.932416,0.092030,0.098808
8.494802,-0.963874,-0.931835,0.086660,0.092558
8.499804,-0.963458,-0.931470,0.080893,0.087944
8.504807,-0.963070,-0.930956,0.075488,0.081410
8.509809,-0.962708,-0.930634,0.070667,0.077452
8.514811,-0.962369,-0.930181,0.066002,0.071772
8.519813,-0.962051,-0.929897,0.062021,0.068627
8.524815,-0.961753,-0.929495,0.057917,0.063739
8.529817,-0.961476,-0.929243,0.053707,0.060254
8.534819,-0.961218,-0.928891,0.050071,0.055835
8.539821,-0.960979,-0.928670,0.046577,0.053036
8.544823,-0.960757,-0.928361,0.042852,0.048679
8.549825,-0.960554,-0.928169,0.038871,0.045497
8.554827,-0.960372,-0.927905,0.034953,0.040860
8.559829,-0.960209,-0.927745,0.030929,0.037595
8.564831,-0.960065,-0.927529,0.027288,0.033133
8.569833,-0.959941,-0.927399,0.023325,0.030127
8.574835,-0.959836,-0.927228,0.019143,0.025212
8.579837,-0.959753,-0.927130,0.015064,0.021990
8.584839,-0.959689,-0.927008,0.011140,0.017200
8.589841,-0.959645,-0.926943,0.007170,0.014096
8.594843,-0.959623,-0.926868,0.002513,0.008678
8.599845,-0.959625,-0.926837,-0.002133,0.004955
8.604847,-0.959648,-0.926818,-0.006317,-0.000068
8.609849,-0.959692,-0.926822,-0.010571,-0.003389
8.614851,-0.959757,-0.926852,-0.014515,-0.008114
8.619853,-0.959840,-0.926887,-0.017996,-0.010835
8.624855,-0.959940,-0.926960,-0.021270,-0.014818
8.629857,-0.960056,-0.927022,-0.024387,-0.017269
8.634859,-0.960188,-0.927133,-0.027810,-0.021199
8.639861,-0.960337,-0.927220,-0.031218,-0.023946
8.644863,-0.960504,-0.927372,-0.035062,-0.028384
8.649865,-0.960690,-0.927489,-0.038386,-0.031118
8.654867,-0.960892,-0.927683,-0.041786,-0.035092
8.659869,-0.961110,-0.927826,-0.044740,-0.037505
8.664871,-0.961342,-0.928058,-0.047515,-0.040741
8.669873,-0.961587,-0.928223,-0.049627,-0.042525
8.674875,-0.961839,-0.928482,-0.051040,-0.044263
8.679877,-0.962098,-0.928659,-0.052228,-0.045234
8.684879,-0.962362,-0.928933,-0.053067,-0.046245
8.689881,-0.962628,-0.929119,-0.053228,-0.046519
8.694883,-0.962894,-0.929397,-0.053248,-0.046354
8.699885,-0.963162,-0.929583,-0.054038,-0.046843
8.704887,-0.963435,-0.929866,-0.054789,-0.047794
8.709889,-0.963709,-0.930058,-0.055064,-0.048012
8.714891,-0.963987,-0.930346,-0.055767,-0.048529
8.719893,-0.964268,-0.930541,-0.056483,-0.049076
8.724895,-0.964553,-0.930838,-0.057237,-0.050028
8.729897,-0.964840,-0.931038,-0.057728,-0.050518
8.734900,-0.965129,-0.931342,-0.057568,-0.050455
8.739902,-0.965416,-0.931543,-0.057289,-0.050140
8.744904,-0.965702,-0.931844,-0.057250,-0.050013
8.749906,-0.965989,-0.932044,-0.057553,-0.050024
8.754908,-0.966278,-0.932345,-0.057978,-0.050661
8.759910,-0.966569,-0.932548,-0.058380,-0.050924
8.764912,-0.966862,-0.932854,-0.058675,-0.051215
8.769914,-0.967157,-0.933059,-0.059207,-0.051501
8.774916,-0.967455,-0.933370,-0.060117,-0.052506
8.779918,-0.967758,-0.933581,-0.060615,-0.052873
8.784920,-0.968063,-0.933899,-0.061245,-0.053602
8.789922,-0.968369,-0.934114,-0.061420,-0.053769
8.794924,-0.968677,-0.934437,-0.061618,-0.053949
8.799926,-0.968986,-0.934653,-0.061804,-0.054145
8.804928,-0.969294,-0.934978,-0.061564,-0.053865
8.809930,-0.969601,-0.935193,-0.061261,-0.053626
8.814932,-0.969905,-0.935513,-0.060411,-0.052777
8.819934,-0.970204,-0.935723,-0.059506,-0.051963
8.824936,-0.970499,-0.936033,-0.058527,-0.050771
8.829938,-0.970788,-0.936235,-0.057527,-0.049864
8.834940,-0.971073,-0.936532,-0.056694,-0.048791
8.839942,-0.971355,-0.936726,-0.056032,-0.048157
8.844944,-0.971634,-0.937014,-0.055558,-0.047547
8.849946,-0.971910,-0.937204,-0.055280,-0.047205
8.854948,-0.972187,-0.937487,-0.055432,-0.047246
8.859950,-0.972465,-0.937676,-0.055836,-0.047618
8.864952,-0.972744,-0.937962,-0.055503,-0.047353
8.869954,-0.973021,-0.938151,-0.055246,-0.047227
8.874956,-0.973295,-0.938433,-0.054572,-0.046396
8.879958,-0.973567,-0.938618,-0.054224,-0.045982
8.884960,-0.973837,-0.938893,-0.054089,-0.045757
8.889962,-0.974107,-0.939076,-0.053663,-0.045508
8.894964,-0.974373,-0.939348,-0.053160,-0.044744
8.899966,-0.974637,-0.939526,-0.052529,-0.044270
8.904968,-0.974898,-0.939790,-0.052012,-0.043569
8.909970,-0.975157,-0.939964,-0.051435,-0.043051
8.914972,-0.975412,-0.940220,-0.050732,-0.042156
8.919974,-0.975663,-0.940388,-0.049924,-0.041530
8.924976,-0.975910,-0.940635,-0.049192,-0.040480
8.929978,-0.976154,-0.940796,-0.048600,-0.039880
8.934980,-0.976396,-0.941034,-0.048097,-0.039198
8.939982,-0.976636,-0.941191,-0.048016,-0.039107
8.944984,-0.976877,-0.941426,-0.048363,-0.039363
8.949986,-0.977119,-0.941583,-0.048649,-0.039584
8.954988,-0.977365,-0.941822,-0.049275,-0.040120
8.959991,-0.977612,-0.941983,-0.049526,-0.040337
8.964993,-0.977860,-0.942225,-0.049593,-0.040360
8.969995,-0.978107,-0.942386,-0.049248,-0.040065
8.974997,-0.978352,-0.942625,-0.048696,-0.039369
8.979999,-0.978595,-0.942782,-0.048594,-0.039172
8.985001,-0.978838,-0.943017,-0.048513,-0.039069
8.990003,-0.979080,-0.943173,-0.048375,-0.038876
8.995005,-0.979322,-0.943406,-0.048477,-0.038834
9.000007,-0.979565,-0.943561,-0.048690,-0.038953
9.005009,-0.979809,-0.943795,-0.048972,-0.039230
9.010011,-0.980055,-0.943953,-0.049528,-0.039645
9.015013,-0.980303,-0.944191,-0.049647,-0.039855
9.020015,-0.980553,-0.944351,-0.050280,-0.040353
9.025017,-0.980806,-0.944594,-0.050725,-0.040891
9.030019,-0.981062,-0.944759,-0.051410,-0.041452
9.035021,-0.981321,-0.945009,-0.052145,-0.042283
9.040023,-0.981584,-0.945178,-0.052628,-0.042653
9.045025,-0.981847,-0.945435,-0.052911,-0.043044
9.050027,-0.982112,-0.945607,-0.052951,-0.043099
9.055029,-0.982378,-0.945867,-0.053365,-0.043567
9.060031,-0.982647,-0.946042,-0.054061,-0.044122
9.065033,-0.982920,-0.946308,-0.055045,-0.045283
9.070035,-0.983198,-0.946490,-0.055979,-0.046087
9.075037,-0.983481,-0.946769,-0.057084,-0.047321
9.080039,-0.983771,-0.946959,-0.058385,-0.048404
9.085041,-0.984067,-0.947253,-0.059846,-0.050028
9.090043,-0.984371,-0.947454,-0.061521,-0.051427
9.095045,-0.984682,-0.947766,-0.062597,-0.052857
9.100047,-0.984999,-0.947979,-0.063802,-0.053788
9.105049,-0.985322,-0.948304,-0.065414,-0.055573
9.110051,-0.985655,-0.948528,-0.067216,-0.057086
9.115053,-0.985995,-0.948874,-0.068338,-0.058526
9.120055,-0.986339,-0.949108,-0.069195,-0.059242
9.125057,-0.986687,-0.949466,-0.069711,-0.059978
9.130059,-0.987035,-0.949706,-0.069714,-0.059931
9.135061,-0.987384,-0.950066,-0.069997,-0.060198
9.140063,-0.987735,-0.950307,-0.070135,-0.060345
9.145065,-0.988084,-0.950668,-0.069423,-0.059717
9.150067,-0.988428,-0.950906,-0.068370,-0.058852
9.155069,-0.988768,-0.951257,-0.067605,-0.057793
9.160071,-0.989103,-0.951487,-0.066953,-0.057187
9.165073,-0.989436,-0.951829,-0.066155,-0.056350
9.170075,-0.989762,-0.952053,-0.064685,-0.055097
9.175077,-0.990080,-0.952380,-0.062742,-0.052882
9.180079,-0.990387,-0.952590,-0.060397,-0.051104
9.185081,-0.990681,-0.952890,-0.057661,-0.047919
9.190084,-0.990960,-0.953079,-0.054811,-0.045680
9.195086,-0.991227,-0.953347,-0.052321,-0.042659
9.200088,-0.991480,-0.953515,-0.049422,-0.040280
9.205090,-0.991717,-0.953749,-0.046076,-0.036289
9.210092,-0.991938,-0.953892,-0.042910,-0.033700
9.215094,-0.992142,-0.954086,-0.039414,-0.029624
9.220096,-0.992329,-0.954202,-0.036045,-0.027004
9.225098,-0.992498,-0.954356,-0.032240,-0.022573
9.230100,-0.992648,-0.954443,-0.028467,-0.019616
9.235102,-0.992778,-0.954551,-0.024297,-0.014689
9.240104,-0.992887,-0.954606,-0.019883,-0.011252
9.245106,-0.992973,-0.954663,-0.015605,-0.005999
9.250108,-0.993038,-0.954684,-0.011332,-0.002578
9.255110,-0.993082,-0.954689,-0.006719,0.002825
9.260112,-0.993101,-0.954673,-0.001924,0.006704
9.265114,-0.993095,-0.954622,0.003171,0.012648
9.270116,-0.993063,-0.954567,0.008676,0.016925
9.275118,-0.993003,-0.954452,0.014039,0.023476
9.280120,-0.992917,-0.954354,0.019287,0.027707
9.285122,-0.992806,-0.954176,0.024026,0.033448
9.290124,-0.992672,-0.954038,0.028640,0.037136
9.295126,-0.992516,-0.953805,0.032855,0.042241
9.300128,-0.992341,-0.953633,0.036602,0.045240
9.305130,-0.992147,-0.953354,0.040170,0.049374
9.310132,-0.991935,-0.953153,0.043794,0.052091
9.315134,-0.991705,-0.952832,0.047478,0.056517
9.320136,-0.991458,-0.952603,0.050850,0.059108
9.325138,-0.991192,-0.952240,0.054529,0.063329
9.330140,-0.990909,-0.951984,0.058094,0.066013
9.335142,-0.990608,-0.951579,0.061606,0.070285
9.340144,-0.990292,-0.951296,0.064317,0.072443
9.345146,-0.989962,-0.950855,0.066907,0.075432
9.350148,-0.989621,-0.950552,0.069044,0.077184
9.355150,-0.989271,-0.950085,0.070722,0.079160
9.360152,-0.988914,-0.949767,0.071961,0.080129
9.365154,-0.988551,-0.949284,0.072859,0.081203
9.370156,-0.988186,-0.948959,0.072957,0.081255
9.375158,-0.987821,-0.948472,0.072965,0.081160
9.380160,-0.987456,-0.948147,0.073082,0.081128
9.385162,-0.987092,-0.947661,0.072906,0.080847
9.390164,-0.986726,-0.947337,0.073157,0.080930
9.395166,-0.986361,-0.946852,0.072999,0.080752
9.400168,-0.985998,-0.946529,0.072321,0.080270
9.405170,-0.985640,-0.946050,0.070913,0.078616
9.410172,-0.985291,-0.945737,0.069138,0.077156
9.415174,-0.984951,-0.945279,0.067302,0.074810
9.420177,-0.984619,-0.944981,0.065614,0.073305
9.425179,-0.984297,-0.944546,0.063578,0.070902
9.430181,-0.983986,-0.944264,0.061202,0.068992
9.435183,-0.983688,-0.943857,0.058746,0.065772
9.440185,-0.983400,-0.943595,0.056715,0.064036
9.445187,-0.983122,-0.943216,0.054995,0.061769
9.450189,-0.982852,-0.942970,0.053316,0.060328
9.455191,-0.982591,-0.942613,0.051272,0.057917
9.460193,-0.982340,-0.942383,0.049654,0.056519
9.465195,-0.982096,-0.942047,0.048049,0.054531
9.470197,-0.981864,-0.941831,0.045493,0.052420
9.475199,-0.981643,-0.941523,0.043294,0.049544
9.480201,-0.981433,-0.941326,0.041258,0.047984
9.485203,-0.981233,-0.941043,0.039152,0.045454
9.490205,-0.981044,-0.940863,0.036948,0.043670
9.495207,-0.980866,-0.940607,0.034450,0.040582
9.500209,-0.980701,-0.940447,0.032035,0.038691
9.505211,-0.980549,-0.940222,0.029237,0.035284
9.510213,-0.980411,-0.940083,0.026485,0.033060
9.515215,-0.980288,-0.939891,0.023400,0.029367
9.520217,-0.980180,-0.939776,0.020292,0.026795
9.525219,-0.980087,-0.939622,0.017828,0.023625
9.530221,-0.980005,-0.939530,0.015250,0.021498
9.535223,-0.979936,-0.939407,0.012708,0.018437
9.540225,-0.979881,-0.939336,0.009898,0.016075
9.545227,-0.979840,-0.939246,0.007183,0.012706
9.550229,-0.979811,-0.939197,0.004962,0.010825
9.555231,-0.979793,-0.939138,0.002605,0.008026
9.560233,-0.979787,-0.939107,0.000295,0.006133
9.565235,-0.979793,-0.939076,-0.001955,0.003313
9.570237,-0.979809,-0.939065,-0.004185,0.001507
9.575239,-0.979837,-0.939062,-0.006670,-0.001433
9.580241,-0.979879,-0.939069,-0.009472,-0.003616
9.585243,-0.979934,-0.939098,-0.012049,-0.006915
9.590245,-0.980002,-0.939128,-0.014652,-0.008988
9.595247,-0.980082,-0.939188,-0.016790,-0.011636
9.600249,-0.980172,-0.939236,-0.018772,-0.013288
9.605251,-0.980272,-0.939320,-0.020646,-0.015626
9.610253,-0.980380,-0.939384,-0.022378,-0.016974
9.615255,-0.980498,-0.939490,-0.024350,-0.019249
9.620257,-0.980626,-0.939569,-0.026387,-0.021036
9.625259,-0.980764,-0.939700,-0.028163,-0.023217
9.630261,-0.980909,-0.939794,-0.029831,-0.024536
9.635263,-0.981062,-0.939945,-0.031043,-0.026241
9.640265,-0.981221,-0.940051,-0.032145,-0.027053
9.645267,-0.981386,-0.940216,-0.033601,-0.028784
9.650270,-0.981558,-0.940332,-0.034983,-0.029806
9.655272,-0.981736,-0.940515,-0.036067,-0.031308
9.660274,-0.981921,-0.940641,-0.037428,-0.032474
9.665276,-0.982113,-0.940840,-0.039148,-0.034500
9.670278,-0.982314,-0.940979,-0.041129,-0.036054
9.675280,-0.982525,-0.941200,-0.042813,-0.038241
9.680282,-0.982745,-0.941355,-0.044594,-0.039722
9.685284,-0.982972,-0.941597,-0.046156,-0.041510
9.690286,-0.983208,-0.941764,-0.047524,-0.042732
9.695288,-0.983449,-0.942023,-0.048665,-0.044141
9.700290,-0.983693,-0.942200,-0.048997,-0.044477
9.705292,-0.983939,-0.942468,-0.049361,-0.044829
9.710294,-0.984187,-0.942647,-0.049446,-0.044979
9.715296,-0.984434,-0.942916,-0.049491,-0.044944
9.720298,-0.984681,-0.943097,-0.049447,-0.045052
9.725300,-0.984928,-0.943366,-0.049518,-0.044973
9.730302,-0.985177,-0.943546,-0.049915,-0.045191
9.735304,-0.985429,-0.943819,-0.050572,-0.045948
9.740306,-0.985683,-0.944003,-0.051004,-0.046425
9.745308,-0.985938,-0.944282,-0.050841,-0.046331
9.750310,-0.986192,-0.944467,-0.050805,-0.046278
9.755312,-0.986447,-0.944745,-0.051292,-0.046680
9.760314,-0.986705,-0.944932,-0.051590,-0.047012
9.765316,-0.986963,-0.945215,-0.051845,-0.047284
9.770318,-0.987223,-0.945404,-0.051829,-0.047278
9.775320,-0.987480,-0.945687,-0.051280,-0.046756
9.780322,-0.987735,-0.945874,-0.050841,-0.046549
9.785324,-0.987987,-0.946151,-0.049989,-0.045566
9.790326,-0.988235,-0.946333,-0.049349,-0.045050
9.795328,-0.988480,-0.946602,-0.048827,-0.044474
9.800330,-0.988722,-0.946779,-0.048174,-0.043877
9.805332,-0.988962,-0.947042,-0.047941,-0.043542
9.810334,-0.989202,-0.947216,-0.048167,-0.043518
9.815336,-0.989444,-0.947478,-0.048450,-0.044037
9.820338,-0.989686,-0.947654,-0.048372,-0.044075
9.825340,-0.989927,-0.947918,-0.048116,-0.043693
9.830342,-0.990167,-0.948093,-0.047961,-0.043502
9.835344,-0.990407,-0.948353,-0.047831,-0.043434
9.840346,-0.990644,-0.948527,-0.047210,-0.043019
9.845348,-0.990878,-0.948783,-0.046611,-0.042131
9.850350,-0.991110,-0.948951,-0.046199,-0.041895
9.855352,-0.991340,-0.949201,-0.045944,-0.041554
9.860354,-0.991570,-0.949368,-0.045887,-0.041595
9.865356,-0.991799,-0.949618,-0.045848,-0.041607
9.870358,-0.992028,-0.949784,-0.045694,-0.041474
9.875360,-0.992256,-0.950033,-0.045519,-0.041371
9.880363,-0.992483,-0.950198,-0.045369,-0.041227
9.885365,-0.992710,-0.950445,-0.045554,-0.041374
9.890367,-0.992939,-0.950611,-0.046215,-0.041775
9.895369,-0.993173,-0.950864,-0.047125,-0.042898
9.900371,-0.993411,-0.951036,-0.047576,-0.043454
9.905373,-0.993649,-0.951297,-0.047699,-0.043569
9.910375,-0.993888,-0.951472,-0.047833,-0.043912
9.915377,-0.994126,-0.951734,-0.047408,-0.043453
9.920379,-0.994361,-0.951908,-0.046970,-0.043089
9.925381,-0.994595,-0.952165,-0.046363,-0.042450
9.930383,-0.994826,-0.952335,-0.046103,-0.042097
9.935385,-0.995055,-0.952587,-0.045922,-0.041813
9.940387,-0.995284,-0.952754,-0.045621,-0.041627
9.945389,-0.995511,-0.953003,-0.045071,-0.041011
9.950391,-0.995734,-0.953166,-0.044397,-0.040544
9.955393,-0.995954,-0.953408,-0.043769,-0.039747
9.960395,-0.996172,-0.953566,-0.043419,-0.039534
9.965397,-0.996389,-0.953803,-0.043398,-0.039387
9.970399,-0.996604,-0.953960,-0.042667,-0.038926
9.975401,-0.996813,-0.954191,-0.041326,-0.037519
9.980403,-0.997016,-0.954340,-0.040099,-0.036465
9.985405,-0.997214,-0.954557,-0.039294,-0.035461
9.990407,-0.997407,-0.954698,-0.038106,-0.034631
9.995409,-0.997595,-0.954903,-0.037144,-0.033319
10.000411,-0.997779,-0.955036,-0.036705,-0.032984
10.005413,-0.997961,-0.955232,-0.036046,-0.032257
10.010415,-0.998139,-0.955361,-0.035155,-0.031602
10.015417,-0.998312,-0.955548,-0.034302,-0.030541
10.020419,-0.998482,-0.955670,-0.033839,-0.030218
10.025421,-0.998651,-0.955851,-0.033753,-0.030055
10.030423,-0.998819,-0.955971,-0.033605,-0.030000
10.035425,-0.998987,-0.956150,-0.033359,-0.029687
10.040427,-0.999151,-0.956268,-0.032601,-0.029159
10.045429,-0.999312,-0.956441,-0.031936,-0.028250
10.050431,-0.999469,-0.956553,-0.030991,-0.027544
10.055433,-0.999621,-0.956716,-0.030081,-0.026458
10.060435,-0.999770,-0.956821,-0.029697,-0.026062
10.065437,-0.999918,-0.956977,-0.029515,-0.025874
10.070439,-1.000065,-0.957081,-0.029232,-0.025611
10.075441,-1.000210,-0.957234,-0.028949,-0.025367
10.080443,-1.000353,-0.957335,-0.028276,-0.024978
10.085445,-1.000493,-0.957483,-0.027809,-0.024219
10.090447,-1.000631,-0.957580,-0.027550,-0.024095
10.095449,-1.000768,-0.957723,-0.027084,-0.023459
10.100451,-1.000903,-0.957817,-0.026923,-0.023262
10.105453,-1.001036,-0.957956,-0.026809,-0.023037
10.110456,-1.001171,-0.958048,-0.026868,-0.023023
10.115458,-1.001303,-0.958185,-0.025965,-0.022123
10.120460,-1.001430,-0.958273,-0.025186,-0.021492
10.125462,-1.001553,-0.958399,-0.023896,-0.020031
10.130464,-1.001667,-0.958478,-0.022027,-0.018620
10.135466,-1.001770,-0.958584,-0.019665,-0.015680
10.140468,-1.001862,-0.958645,-0.017564,-0.013950
10.145470,-1.001942,-0.958722,-0.015023,-0.010869
10.150472,-1.002008,-0.958763,-0.011861,-0.008332
10.155474,-1.002057,-0.958805,-0.008539,-0.004216
10.160476,-1.002090,-0.958819,-0.005045,-0.001279
10.165478,-1.002104,-0.958818,-0.001270,0.003323
10.170480,-1.002098,-0.958801,0.002779,0.006655
10.175482,-1.002070,-0.958750,0.007569,0.012329
10.180484,-1.002017,-0.958697,0.012889,0.016631
10.185486,-1.001936,-0.958583,0.018468,0.023526
10.190488,-1.001825,-0.958484,0.024616,0.028540
10.195490,-1.001684,-0.958298,0.030699,0.036059
10.200492,-1.001513,-0.958149,0.036465,0.040849
10.205494,-1.001313,-0.957890,0.042145,0.047749
10.210496,-1.001084,-0.957694,0.048442,0.052878
10.215498,-1.000823,-0.957361,0.054753,0.060677
10.220500,-1.000530,-0.957113,0.060998,0.065814
10.225502,-1.000206,-0.956703,0.067499,0.073644
10.230504,-0.999848,-0.956403,0.074406,0.079263
10.235506,-0.999455,-0.955911,0.081199,0.087550
10.240508,-0.999028,-0.955555,0.088021,0.093159
10.245510,-0.998569,-0.954980,0.094576,0.101159
10.250512,-0.998076,-0.954570,0.101194,0.106451
10.255514,-0.997549,-0.953915,0.108186,0.114914
10.260516,-0.996988,-0.953449,0.115066,0.120589
10.265518,-0.996393,-0.952709,0.121704,0.128700
10.270520,-0.995764,-0.952189,0.128191,0.134094
10.275522,-0.995105,-0.951369,0.134373,0.141687
10.280524,-0.994415,-0.950798,0.140317,0.146519
10.285526,-0.993696,-0.949905,0.146084,0.153618
10.290528,-0.992948,-0.949285,0.152102,0.158449
10.295530,-0.992168,-0.948320,0.158436,0.166078
10.300532,-0.991359,-0.947650,0.163999,0.170770
10.305534,-0.990524,-0.946613,0.169074,0.176961
10.310536,-0.989664,-0.945902,0.173661,0.180737
10.315538,-0.988785,-0.944807,0.177437,0.185471
