time, Quad.Pos.Y, Quad.Est.Y, Quad.Vel.Y, Quad.Est.VY
0.005000,0.000000,-0.000000,0.000000,-0.000018
0.010000,0.000000,-0.000000,0.000002,-0.000017
0.015000,0.000000,-0.000000,0.000005,-0.000014
0.020000,0.000000,-0.000000,0.000012,-0.000010
0.025000,0.000000,-0.000000,0.000018,-0.000001
0.030000,0.000000,-0.000000,0.000020,0.000004
0.035000,0.000000,-0.000000,0.000011,0.000000
0.040000,0.000000,-0.000000,-0.000012,-0.000012
0.045000,0.000000,-0.000000,-0.000050,-0.000049
0.050000,-0.000000,-0.000001,-0.000101,-0.000085
0.055000,-0.000001,-0.000001,-0.000163,-0.000153
0.060000,-0.000002,-0.000002,-0.000237,-0.000208
0.065000,-0.000003,-0.000003,-0.000320,-0.000303
0.070000,-0.000005,-0.000005,-0.000408,-0.000373
0.075000,-0.000008,-0.000007,-0.000496,-0.000479
0.080000,-0.000010,-0.000009,-0.000581,-0.000548
0.085000,-0.000013,-0.000013,-0.000668,-0.000651
0.090000,-0.000017,-0.000015,-0.000760,-0.000721
0.095000,-0.000021,-0.000020,-0.000858,-0.000834
0.100000,-0.000026,-0.000023,-0.000965,-0.000916
0.105000,-0.000031,-0.000029,-0.001079,-0.001050
0.110000,-0.000037,-0.000033,-0.001198,-0.001144
0.115000,-0.000043,-0.000040,-0.001318,-0.001288
0.120000,-0.000050,-0.000046,-0.001437,-0.001384
0.125000,-0.000058,-0.000054,-0.001555,-0.001526
0.130000,-0.000066,-0.000061,-0.001672,-0.001620
0.135000,-0.000074,-0.000071,-0.001787,-0.001760
0.140000,-0.000084,-0.000078,-0.001897,-0.001850
0.145000,-0.000093,-0.000089,-0.001998,-0.001978
0.150000,-0.000104,-0.000097,-0.002088,-0.002055
0.155000,-0.000114,-0.000110,-0.002164,-0.002155
0.160000,-0.000125,-0.000118,-0.002227,-0.002210
0.165000,-0.000137,-0.000132,-0.002275,-0.002276
0.170000,-0.000148,-0.000141,-0.002311,-0.002310
0.175000,-0.000160,-0.000155,-0.002337,-0.002346
0.180000,-0.000172,-0.000164,-0.002357,-0.002362
0.185000,-0.000183,-0.000178,-0.002376,-0.002385
0.190000,-0.000195,-0.000188,-0.002397,-0.002401
0.195000,-0.000207,-0.000202,-0.002417,-0.002427
0.200000,-0.000220,-0.000212,-0.002434,-0.002442
0.205000,-0.000232,-0.000227,-0.002446,-0.002459
0.210000,-0.000244,-0.000237,-0.002453,-0.002467
0.215000,-0.000256,-0.000251,-0.002455,-0.002472
0.220000,-0.000269,-0.000261,-0.002455,-0.002472
0.225000,-0.000281,-0.000276,-0.002453,-0.002471
0.230000,-0.000293,-0.000286,-0.002453,-0.002469
0.235000,-0.000305,-0.000301,-0.002454,-0.002470
0.240000,-0.000318,-0.000311,-0.002458,-0.002473
0.245000,-0.000330,-0.000326,-0.002464,-0.002479
0.250000,-0.000342,-0.000335,-0.002471,-0.002484
0.255000,-0.000355,-0.000350,-0.002474,-0.002492
0.260000,-0.000367,-0.000360,-0.002468,-0.002492
0.265000,-0.000379,-0.000375,-0.002448,-0.002477
0.270000,-0.000391,-0.000385,-0.002412,-0.002455
0.275000,-0.000403,-0.000400,-0.002364,-0.002403
0.280000,-0.000415,-0.000409,-0.002304,-0.002359
0.285000,-0.000426,-0.000423,-0.002236,-0.002282
0.290000,-0.000437,-0.000432,-0.002166,-0.002225
0.295000,-0.000448,-0.000446,-0.002101,-0.002142
0.300000,-0.000458,-0.000454,-0.002047,-0.002093
0.305000,-0.000468,-0.000467,-0.002007,-0.002038
0.310000,-0.000478,-0.000475,-0.001978,-0.002011
0.314999,-0.000488,-0.000487,-0.001955,-0.001981
0.319999,-0.000498,-0.000495,-0.001936,-0.001966
0.324999,-0.000507,-0.000506,-0.001915,-0.001943
0.329999,-0.000517,-0.000514,-0.001890,-0.001925
0.334999,-0.000526,-0.000526,-0.001857,-0.001891
0.339999,-0.000535,-0.000533,-0.001816,-0.001861
0.344999,-0.000544,-0.000544,-0.001768,-0.001807
0.349999,-0.000553,-0.000551,-0.001718,-0.001767
0.354999,-0.000562,-0.000562,-0.001668,-0.001707
0.359999,-0.000570,-0.000569,-0.001620,-0.001668
0.364999,-0.000578,-0.000579,-0.001573,-0.001610
0.369999,-0.000585,-0.000585,-0.001532,-0.001575
0.374999,-0.000593,-0.000594,-0.001497,-0.001530
0.379999,-0.000600,-0.000600,-0.001463,-0.001504
0.384999,-0.000608,-0.000609,-0.001424,-0.001462
0.389999,-0.000615,-0.000615,-0.001372,-0.001427
0.394998,-0.000621,-0.000624,-0.001307,-0.001357
0.399998,-0.000627,-0.000629,-0.001231,-0.001300
0.404998,-0.000633,-0.000637,-0.001145,-0.001203
0.409998,-0.000639,-0.000641,-0.001053,-0.001131
0.414998,-0.000644,-0.000648,-0.000955,-0.001016
0.419998,-0.000648,-0.000652,-0.000855,-0.000936
0.424998,-0.000652,-0.000657,-0.000757,-0.000815
0.429998,-0.000656,-0.000660,-0.000664,-0.000738
0.434998,-0.000659,-0.000665,-0.000577,-0.000630
0.439998,-0.000661,-0.000667,-0.000498,-0.000564
0.444998,-0.000664,-0.000670,-0.000427,-0.000473
0.449998,-0.000666,-0.000672,-0.000367,-0.000421
0.454998,-0.000667,-0.000675,-0.000318,-0.000356
0.459998,-0.000669,-0.000676,-0.000279,-0.000322
0.464998,-0.000670,-0.000678,-0.000246,-0.000280
0.469997,-0.000671,-0.000679,-0.000216,-0.000256
0.474997,-0.000672,-0.000680,-0.000185,-0.000220
0.479997,-0.000673,-0.000681,-0.000151,-0.000195
0.484997,-0.000674,-0.000682,-0.000115,-0.000152
0.489997,-0.000674,-0.000683,-0.000078,-0.000122
0.494997,-0.000675,-0.000683,-0.000047,-0.000080
0.499997,-0.000675,-0.000684,-0.000022,-0.000057
0.504997,-0.000675,-0.000684,-0.000006,-0.000033
0.509997,-0.000675,-0.000684,0.000003,-0.000024
0.514997,-0.000675,-0.000684,0.000011,-0.000016
0.519997,-0.000675,-0.000684,0.000022,-0.000009
0.524997,-0.000674,-0.000684,0.000038,0.000006
0.529997,-0.000674,-0.000684,0.000065,0.000022
0.534997,-0.000674,-0.000684,0.000104,0.000061
0.539997,-0.000673,-0.000684,0.000157,0.000096
0.544997,-0.000672,-0.000683,0.000226,0.000169
0.549996,-0.000671,-0.000682,0.000312,0.000230
0.554996,-0.000669,-0.000681,0.000415,0.000344
0.559996,-0.000666,-0.000679,0.000534,0.000433
0.564996,-0.000663,-0.000676,0.000666,0.000585
0.569996,-0.000660,-0.000674,0.000807,0.000696
0.574996,-0.000655,-0.000670,0.000950,0.000868
0.579996,-0.000650,-0.000666,0.001087,0.000982
0.584996,-0.000644,-0.000660,0.001209,0.001139
0.589996,-0.000638,-0.000655,0.001312,0.001229
0.594996,-0.000631,-0.000647,0.001391,0.001340
0.599996,-0.000624,-0.000642,0.001444,0.001393
0.604996,-0.000617,-0.000634,0.001468,0.001439
0.609996,-0.000609,-0.000628,0.001465,0.001447
0.614996,-0.000602,-0.000619,0.001436,0.001426
0.619996,-0.000595,-0.000613,0.001382,0.001392
0.624996,-0.000588,-0.000605,0.001308,0.001314
0.629995,-0.000582,-0.000600,0.001217,0.001247
0.634995,-0.000576,-0.000593,0.001116,0.001129
0.639995,-0.000571,-0.000588,0.001008,0.001045
0.644995,-0.000566,-0.000582,0.000899,0.000914
0.649995,-0.000562,-0.000579,0.000792,0.000827
0.654995,-0.000558,-0.000574,0.000690,0.000701
0.659995,-0.000555,-0.000571,0.000598,0.000622
0.664995,-0.000552,-0.000568,0.000519,0.000519
0.669995,-0.000550,-0.000566,0.000451,0.000460
0.674995,-0.000548,-0.000563,0.000394,0.000386
0.679995,-0.000546,-0.000562,0.000343,0.000344
0.684995,-0.000545,-0.000560,0.000295,0.000285
0.689995,-0.000543,-0.000559,0.000247,0.000248
0.694995,-0.000542,-0.000557,0.000197,0.000190
0.699995,-0.000541,-0.000557,0.000140,0.000148
0.704994,-0.000541,-0.000556,0.000071,0.000072
0.709994,-0.000541,-0.000556,-0.000008,0.000012
0.714994,-0.000541,-0.000556,-0.000095,-0.000088
0.719994,-0.000542,-0.000556,-0.000185,-0.000159
0.724994,-0.000543,-0.000557,-0.000279,-0.000271
0.729994,-0.000545,-0.000559,-0.000371,-0.000347
0.734994,-0.000547,-0.000561,-0.000454,-0.000453
0.739994,-0.000549,-0.000563,-0.000523,-0.000514
0.744994,-0.000552,-0.000566,-0.000579,-0.000589
0.749994,-0.000555,-0.000568,-0.000627,-0.000630
0.754994,-0.000558,-0.000572,-0.000672,-0.000684
0.759994,-0.000562,-0.000575,-0.000716,-0.000719
0.764994,-0.000566,-0.000579,-0.000764,-0.000773
0.769994,-0.000570,-0.000583,-0.000818,-0.000814
0.774994,-0.000574,-0.000588,-0.000880,-0.000884
0.779994,-0.000578,-0.000591,-0.000950,-0.000937
0.784993,-0.000583,-0.000597,-0.001023,-0.001023
0.789993,-0.000589,-0.000601,-0.001096,-0.001083
0.794993,-0.000594,-0.000608,-0.001166,-0.001170
0.799993,-0.000600,-0.000612,-0.001228,-0.001223
0.804993,-0.000607,-0.000620,-0.001279,-0.001292
0.809993,-0.000613,-0.000625,-0.001316,-0.001328
0.814993,-0.000620,-0.000633,-0.001340,-0.001363
0.819993,-0.000627,-0.000639,-0.001352,-0.001378
0.824993,-0.000633,-0.000647,-0.001356,-0.001387
0.829993,-0.000640,-0.000653,-0.001350,-0.001387
0.834993,-0.000647,-0.000661,-0.001336,-0.001374
0.839993,-0.000654,-0.000666,-0.001317,-0.001361
0.844993,-0.000660,-0.000674,-0.001293,-0.001336
0.849993,-0.000666,-0.000680,-0.001262,-0.001314
0.854993,-0.000673,-0.000688,-0.001225,-0.001273
0.859993,-0.000679,-0.000693,-0.001185,-0.001241
0.864992,-0.000684,-0.000700,-0.001147,-0.001193
0.869992,-0.000690,-0.000705,-0.001112,-0.001163
0.874992,-0.000696,-0.000712,-0.001083,-0.001125
0.879992,-0.000701,-0.000716,-0.001060,-0.001104
0.884992,-0.000706,-0.000723,-0.001045,-0.001081
0.889992,-0.000711,-0.000727,-0.001036,-0.001071
0.894992,-0.000717,-0.000733,-0.001035,-0.001065
0.899992,-0.000722,-0.000738,-0.001043,-0.001068
0.904992,-0.000727,-0.000744,-0.001061,-0.001083
0.909992,-0.000732,-0.000748,-0.001087,-0.001100
0.914992,-0.000738,-0.000755,-0.001124,-0.001139
0.919992,-0.000744,-0.000760,-0.001167,-0.001173
0.924992,-0.000750,-0.000767,-0.001209,-0.001226
0.929992,-0.000756,-0.000772,-0.001244,-0.001257
0.934992,-0.000762,-0.000779,-0.001267,-0.001293
0.939991,-0.000768,-0.000785,-0.001278,-0.001306
0.944991,-0.000775,-0.000792,-0.001279,-0.001312
0.949991,-0.000781,-0.000798,-0.001277,-0.001310
0.954991,-0.000788,-0.000806,-0.001279,-0.001307
0.959991,-0.000794,-0.000811,-0.001294,-0.001312
0.964991,-0.000801,-0.000819,-0.001329,-0.001340
0.969991,-0.000807,-0.000824,-0.001389,-0.001378
0.974991,-0.000815,-0.000833,-0.001476,-0.001466
0.979991,-0.000822,-0.000838,-0.001586,-0.001547
0.984991,-0.000831,-0.000848,-0.001715,-0.001691
0.989991,-0.000840,-0.000855,-0.001858,-0.001801
0.994991,-0.000849,-0.000866,-0.002013,-0.001981
0.999991,-0.000860,-0.000874,-0.002175,-0.002108
1.004991,-0.000871,-0.000887,-0.002341,-0.002307
1.009991,-0.000884,-0.000896,-0.002506,-0.002440
1.014991,-0.000897,-0.000912,-0.002665,-0.002636
1.019992,-0.000910,-0.000922,-0.002814,-0.002761
1.024992,-0.000925,-0.000939,-0.002949,-0.002931
1.029992,-0.000940,-0.000951,-0.003070,-0.003034
1.034992,-0.000956,-0.000969,-0.003176,-0.003170
1.039993,-0.000972,-0.000982,-0.003270,-0.003250
1.044993,-0.000988,-0.001002,-0.003351,-0.003354
1.049993,-0.001005,-0.001015,-0.003421,-0.003414
1.054993,-0.001023,-0.001036,-0.003481,-0.003492
1.059994,-0.001040,-0.001050,-0.003530,-0.003534
1.064994,-0.001058,-0.001071,-0.003574,-0.003590
1.069994,-0.001076,-0.001086,-0.003614,-0.003623
1.074994,-0.001094,-0.001108,-0.003651,-0.003669
1.079994,-0.001112,-0.001122,-0.003686,-0.003698
1.084995,-0.001131,-0.001145,-0.003718,-0.003739
1.089995,-0.001150,-0.001160,-0.003742,-0.003762
1.094995,-0.001168,-0.001182,-0.003757,-0.003786
1.099995,-0.001187,-0.001197,-0.003759,-0.003794
1.104996,-0.001206,-0.001220,-0.003746,-0.003788
1.109996,-0.001225,-0.001235,-0.003714,-0.003770
1.114996,-0.001243,-0.001258,-0.003663,-0.003721
1.119996,-0.001261,-0.001273,-0.003595,-0.003672
1.124997,-0.001279,-0.001294,-0.003513,-0.003581
1.129997,-0.001296,-0.001309,-0.003419,-0.003511
1.134997,-0.001313,-0.001330,-0.003309,-0.003390
1.139997,-0.001329,-0.001343,-0.003181,-0.003296
1.144997,-0.001345,-0.001362,-0.003032,-0.003128
1.149998,-0.001359,-0.001375,-0.002865,-0.003001
1.154998,-0.001373,-0.001392,-0.002680,-0.002790
1.159998,-0.001386,-0.001403,-0.002476,-0.002634
1.164998,-0.001398,-0.001419,-0.002253,-0.002378
1.169999,-0.001408,-0.001428,-0.002016,-0.002194
1.174999,-0.001417,-0.001441,-0.001766,-0.001901
1.179999,-0.001426,-0.001448,-0.001509,-0.001699
1.184999,-0.001432,-0.001458,-0.001247,-0.001384
1.190000,-0.001438,-0.001463,-0.000988,-0.001174
1.195000,-0.001442,-0.001469,-0.000738,-0.000867
1.200000,-0.001445,-0.001473,-0.000502,-0.000673
1.205000,-0.001447,-0.001476,-0.000274,-0.000397
1.210001,-0.001447,-0.001478,-0.000052,-0.000218
1.215001,-0.001447,-0.001478,0.000170,0.000047
1.220001,-0.001445,-0.001478,0.000397,0.000226
1.225001,-0.001443,-0.001476,0.000629,0.000502
1.230001,-0.001439,-0.001474,0.000865,0.000690
1.235002,-0.001434,-0.001469,0.001100,0.000972
1.240002,-0.001428,-0.001465,0.001334,0.001160
1.245002,-0.001420,-0.001458,0.001565,0.001439
1.250002,-0.001412,-0.001452,0.001793,0.001622
1.255003,-0.001402,-0.001441,0.002011,0.001889
1.260003,-0.001392,-0.001434,0.002221,0.002061
1.265003,-0.001380,-0.001421,0.002418,0.002305
1.270003,-0.001367,-0.001411,0.002601,0.002458
1.275004,-0.001354,-0.001396,0.002771,0.002669
1.280004,-0.001339,-0.001385,0.002931,0.002800
1.285004,-0.001324,-0.001368,0.003086,0.002986
1.290004,-0.001308,-0.001356,0.003244,0.003111
1.295004,-0.001292,-0.001337,0.003401,0.003301
1.300005,-0.001274,-0.001324,0.003554,0.003425
1.305005,-0.001256,-0.001303,0.003698,0.003605
1.310005,-0.001237,-0.001288,0.003827,0.003716
1.315005,-0.001218,-0.001266,0.003933,0.003859
1.320006,-0.001198,-0.001250,0.004011,0.003933
1.325006,-0.001177,-0.001226,0.004060,0.004009
1.330006,-0.001157,-0.001210,0.004079,0.004035
1.335006,-0.001137,-0.001186,0.004067,0.004039
1.340007,-0.001117,-0.001170,0.004025,0.004016
1.345007,-0.001097,-0.001146,0.003956,0.003947
1.350007,-0.001077,-0.001130,0.003864,0.003881
1.355007,-0.001058,-0.001107,0.003755,0.003759
1.360008,-0.001040,-0.001092,0.003633,0.003666
1.365008,-0.001022,-0.001071,0.003499,0.003511
1.370008,-0.001005,-0.001057,0.003351,0.003397
1.375008,-0.000989,-0.001037,0.003196,0.003213
1.380008,-0.000973,-0.001024,0.003038,0.003087
1.385009,-0.000958,-0.001006,0.002885,0.002899
1.390009,-0.000944,-0.000994,0.002737,0.002778
1.395009,-0.000931,-0.000978,0.002598,0.002604
1.400009,-0.000918,-0.000968,0.002470,0.002496
1.405010,-0.000906,-0.000953,0.002354,0.002348
1.410010,-0.000895,-0.000944,0.002251,0.002260
1.415010,-0.000884,-0.000930,0.002161,0.002145
1.420010,-0.000873,-0.000922,0.002086,0.002078
1.425011,-0.000863,-0.000910,0.002025,0.001996
1.430011,-0.000853,-0.000902,0.001977,0.001953
1.435011,-0.000843,-0.000890,0.001940,0.001903
1.440011,-0.000834,-0.000882,0.001911,0.001876
1.445011,-0.000824,-0.000871,0.001888,0.001846
1.450012,-0.000815,-0.000864,0.001869,0.001829
1.455012,-0.000806,-0.000853,0.001853,0.001808
1.460012,-0.000796,-0.000846,0.001838,0.001795
1.465012,-0.000787,-0.000835,0.001826,0.001779
1.470013,-0.000778,-0.000828,0.001816,0.001769
1.475013,-0.000769,-0.000817,0.001811,0.001759
1.480013,-0.000760,-0.000810,0.001812,0.001757
1.485013,-0.000751,-0.000800,0.001817,0.001761
1.490014,-0.000742,-0.000793,0.001826,0.001767
1.495014,-0.000733,-0.000782,0.001837,0.001777
1.500014,-0.000724,-0.000775,0.001854,0.001787
1.505014,-0.000714,-0.000764,0.001878,0.001811
1.510015,-0.000705,-0.000757,0.001913,0.001834
1.515015,-0.000695,-0.000746,0.001960,0.001882
1.520015,-0.000685,-0.000738,0.002019,0.001924
1.525015,-0.000675,-0.000727,0.002089,0.002001
1.530015,-0.000664,-0.000719,0.002168,0.002060
1.535016,-0.000653,-0.000706,0.002252,0.002160
1.540016,-0.000641,-0.000697,0.002334,0.002228
1.545016,-0.000630,-0.000684,0.002406,0.002321
1.550016,-0.000617,-0.000674,0.002465,0.002374
1.555017,-0.000605,-0.000660,0.002509,0.002435
1.560017,-0.000592,-0.000650,0.002540,0.002463
1.565017,-0.000579,-0.000635,0.002560,0.002492
1.570017,-0.000567,-0.000625,0.002574,0.002504
1.575018,-0.000554,-0.000610,0.002586,0.002517
1.580018,-0.000541,-0.000600,0.002605,0.002527
1.585018,-0.000528,-0.000585,0.002634,0.002555
1.590018,-0.000514,-0.000575,0.002674,0.002582
1.595019,-0.000501,-0.000559,0.002722,0.002636
1.600019,-0.000487,-0.000549,0.002774,0.002677
1.605019,-0.000473,-0.000532,0.002825,0.002738
1.610019,-0.000459,-0.000521,0.002873,0.002778
1.615019,-0.000444,-0.000505,0.002917,0.002832
1.620020,-0.000430,-0.000493,0.002953,0.002865
1.625020,-0.000415,-0.000476,0.002980,0.002902
1.630020,-0.000400,-0.000464,0.002998,0.002919
1.635020,-0.000385,-0.000447,0.003007,0.002936
1.640021,-0.000370,-0.000435,0.003004,0.002939
1.645021,-0.000355,-0.000418,0.002985,0.002926
1.650021,-0.000340,-0.000406,0.002950,0.002904
1.655021,-0.000325,-0.000388,0.002896,0.002850
1.660022,-0.000311,-0.000377,0.002823,0.002798
1.665022,-0.000297,-0.000361,0.002736,0.002700
1.670022,-0.000284,-0.000350,0.002641,0.002624
1.675022,-0.000271,-0.000334,0.002545,0.002506
1.680022,-0.000258,-0.000324,0.002455,0.002431
1.685023,-0.000246,-0.000310,0.002377,0.002330
1.690023,-0.000235,-0.000301,0.002308,0.002271
1.695023,-0.000223,-0.000287,0.002247,0.002193
1.700023,-0.000212,-0.000279,0.002191,0.002146
1.705024,-0.000202,-0.000266,0.002140,0.002082
1.710024,-0.000191,-0.000258,0.002090,0.002042
1.715024,-0.000181,-0.000245,0.002040,0.001982
1.720024,-0.000171,-0.000237,0.001988,0.001941
1.725025,-0.000161,-0.000226,0.001932,0.001876
1.730025,-0.000151,-0.000219,0.001869,0.001829
1.735025,-0.000142,-0.000208,0.001796,0.001747
1.740025,-0.000134,-0.000201,0.001714,0.001686
1.745026,-0.000125,-0.000191,0.001621,0.001579
1.750026,-0.000117,-0.000185,0.001520,0.001500
1.755026,-0.000110,-0.000176,0.001415,0.001374
1.760026,-0.000103,-0.000170,0.001311,0.001290
1.765026,-0.000097,-0.000163,0.001213,0.001167
1.770027,-0.000091,-0.000158,0.001123,0.001092
1.775027,-0.000086,-0.000152,0.001043,0.000989
1.780027,-0.000081,-0.000148,0.000971,0.000928
1.785027,-0.000076,-0.000143,0.000908,0.000847
1.790028,-0.000072,-0.000139,0.000853,0.000800
1.795028,-0.000068,-0.000135,0.000806,0.000738
1.800028,-0.000064,-0.000132,0.000767,0.000703
1.805028,-0.000060,-0.000128,0.000736,0.000662
1.810029,-0.000057,-0.000125,0.000710,0.000639
1.815029,-0.000053,-0.000121,0.000687,0.000609
1.820029,-0.000050,-0.000119,0.000667,0.000592
1.825029,-0.000046,-0.000115,0.000650,0.000568
1.830029,-0.000043,-0.000113,0.000640,0.000557
1.835030,-0.000040,-0.000110,0.000635,0.000548
1.840030,-0.000037,-0.000108,0.000633,0.000546
1.845030,-0.000034,-0.000104,0.000634,0.000546
1.850030,-0.000031,-0.000102,0.000635,0.000546
1.855031,-0.000027,-0.000099,0.000634,0.000545
1.860031,-0.000024,-0.000097,0.000635,0.000545
1.865031,-0.000021,-0.000093,0.000637,0.000546
1.870031,-0.000018,-0.000091,0.000641,0.000548
1.875032,-0.000015,-0.000088,0.000648,0.000554
1.880032,-0.000011,-0.000086,0.000661,0.000561
1.885032,-0.000008,-0.000082,0.000682,0.000581
1.890032,-0.000004,-0.000080,0.000713,0.000603
1.895033,-0.000001,-0.000076,0.000746,0.000643
1.900033,0.000003,-0.000074,0.000778,0.000670
1.905033,0.000007,-0.000070,0.000803,0.000704
1.910033,0.000011,-0.000067,0.000821,0.000722
1.915033,0.000015,-0.000062,0.000831,0.000738
1.920034,0.000019,-0.000059,0.000834,0.000743
1.925034,0.000024,-0.000055,0.000827,0.000741
1.930034,0.000028,-0.000052,0.000812,0.000732
1.935034,0.000032,-0.000048,0.000789,0.000707
1.940035,0.000036,-0.000045,0.000765,0.000686
1.945035,0.000039,-0.000041,0.000745,0.000658
1.950035,0.000043,-0.000038,0.000736,0.000644
1.955035,0.000047,-0.000034,0.000744,0.000643
1.960036,0.000050,-0.000032,0.000772,0.000657
1.965036,0.000054,-0.000028,0.000815,0.000701
1.970036,0.000059,-0.000025,0.000869,0.000742
1.975036,0.000063,-0.000020,0.000928,0.000811
1.980036,0.000068,-0.000017,0.000986,0.000859
1.985037,0.000073,-0.000012,0.001036,0.000925
1.990037,0.000078,-0.000008,0.001071,0.000960
1.995037,0.000084,-0.000002,0.001089,0.000993
2.000037,0.000089,0.000002,0.001086,0.000999
2.005037,0.000095,0.000008,0.001060,0.000982
2.010037,0.000100,0.000012,0.001010,0.000950
2.015036,0.000105,0.000017,0.000940,0.000876
2.020036,0.000109,0.000021,0.000859,0.000815
2.025036,0.000113,0.000025,0.000768,0.000711
2.030035,0.000117,0.000028,0.000671,0.000635
2.035035,0.000120,0.000032,0.000572,0.000515
2.040035,0.000122,0.000034,0.000475,0.000436
2.045034,0.000124,0.000036,0.000385,0.000322
2.050034,0.000126,0.000037,0.000303,0.000253
2.055033,0.000127,0.000039,0.000231,0.000161
2.060033,0.000128,0.000039,0.000167,0.000106
2.065033,0.000129,0.000040,0.000111,0.000034
2.070032,0.000129,0.000040,0.000061,-0.000008
2.075032,0.000130,0.000040,0.000019,-0.000063
2.080032,0.000130,0.000039,-0.000018,-0.000094
2.085031,0.000129,0.000039,-0.000053,-0.000137
2.090031,0.000129,0.000038,-0.000089,-0.000165
2.095031,0.000128,0.000037,-0.000125,-0.000208
2.100030,0.000128,0.000036,-0.000159,-0.000236
2.105030,0.000127,0.000035,-0.000190,-0.000276
2.110029,0.000126,0.000034,-0.000219,-0.000299
2.115029,0.000125,0.000032,-0.000247,-0.000333
2.120029,0.000123,0.000030,-0.000277,-0.000355
2.125028,0.000122,0.000028,-0.000310,-0.000392
2.130028,0.000120,0.000027,-0.000349,-0.000420
2.135028,0.000118,0.000024,-0.000397,-0.000472
2.140027,0.000116,0.000022,-0.000456,-0.000513
2.145027,0.000114,0.000019,-0.000531,-0.000593
2.150027,0.000111,0.000016,-0.000624,-0.000660
2.155026,0.000107,0.000012,-0.000733,-0.000783
2.160026,0.000103,0.000009,-0.000856,-0.000877
2.165025,0.000099,0.000003,-0.000986,-0.001030
2.170025,0.000093,-0.000001,-0.001117,-0.001136
2.175025,0.000087,-0.000008,-0.001243,-0.001291
2.180024,0.000081,-0.000013,-0.001364,-0.001391
2.185024,0.000073,-0.000022,-0.001481,-0.001534
2.190024,0.000066,-0.000028,-0.001591,-0.001626
2.195023,0.000057,-0.000038,-0.001689,-0.001752
2.200023,0.000049,-0.000045,-0.001773,-0.001827
2.205023,0.000040,-0.000056,-0.001838,-0.001916
2.210022,0.000030,-0.000064,-0.001883,-0.001960
2.215022,0.000021,-0.000076,-0.001912,-0.002004
2.220021,0.000011,-0.000084,-0.001926,-0.002020
2.225021,0.000002,-0.000096,-0.001933,-0.002032
2.230021,-0.000008,-0.000104,-0.001939,-0.002037
2.235020,-0.000018,-0.000116,-0.001949,-0.002047
2.240020,-0.000028,-0.000125,-0.001973,-0.002062
2.245020,-0.000038,-0.000137,-0.002013,-0.002103
2.250019,-0.000048,-0.000146,-0.002069,-0.002145
2.255019,-0.000058,-0.000159,-0.002137,-0.002226
2.260019,-0.000069,-0.000168,-0.002211,-0.002286
2.265018,-0.000081,-0.000181,-0.002286,-0.002380
2.270018,-0.000092,-0.000191,-0.002358,-0.002442
2.275017,-0.000104,-0.000206,-0.002423,-0.002529
2.280017,-0.000116,-0.000216,-0.002480,-0.002581
2.285017,-0.000129,-0.000232,-0.002528,-0.002646
2.290016,-0.000142,-0.000242,-0.002571,-0.002685
2.295016,-0.000155,-0.000259,-0.002613,-0.002740
2.300016,-0.000168,-0.000269,-0.002653,-0.002776
2.305015,-0.000181,-0.000286,-0.002692,-0.002828
2.310015,-0.000195,-0.000298,-0.002730,-0.002862
2.315015,-0.000209,-0.000315,-0.002765,-0.002911
2.320014,-0.000223,-0.000327,-0.002798,-0.002941
2.325014,-0.000237,-0.000344,-0.002824,-0.002983
2.330014,-0.000251,-0.000356,-0.002839,-0.003003
2.335013,-0.000265,-0.000374,-0.002838,-0.003016
2.340013,-0.000279,-0.000386,-0.002820,-0.003010
2.345012,-0.000293,-0.000404,-0.002787,-0.002982
2.350012,-0.000307,-0.000416,-0.002743,-0.002953
2.355012,-0.000321,-0.000434,-0.002695,-0.002902
2.360011,-0.000334,-0.000445,-0.002647,-0.002867
2.365011,-0.000347,-0.000463,-0.002602,-0.002817
2.370011,-0.000360,-0.000474,-0.002561,-0.002787
2.375010,-0.000373,-0.000490,-0.002527,-0.002748
2.380010,-0.000385,-0.000501,-0.002500,-0.002728
2.385010,-0.000398,-0.000518,-0.002479,-0.002706
2.390009,-0.000410,-0.000529,-0.002464,-0.002696
2.395009,-0.000422,-0.000545,-0.002452,-0.002687
2.400008,-0.000434,-0.000555,-0.002442,-0.002682
2.405008,-0.000447,-0.000572,-0.002431,-0.002675
2.410008,-0.000459,-0.000582,-0.002419,-0.002670
2.415007,-0.000471,-0.000598,-0.002408,-0.002662
2.420007,-0.000483,-0.000609,-0.002398,-0.002658
2.425007,-0.000495,-0.000625,-0.002388,-0.002652
2.430006,-0.000507,-0.000635,-0.002373,-0.002645
2.435006,-0.000518,-0.000651,-0.002352,-0.002628
2.440006,-0.000530,-0.000662,-0.002326,-0.002613
2.445005,-0.000542,-0.000677,-0.002296,-0.002584
2.450005,-0.000553,-0.000688,-0.002263,-0.002562
2.455004,-0.000564,-0.000703,-0.002228,-0.002524
2.460004,-0.000575,-0.000713,-0.002193,-0.002499
2.465004,-0.000586,-0.000728,-0.002159,-0.002462
2.470003,-0.000597,-0.000738,-0.002126,-0.002438
2.475003,-0.000607,-0.000752,-0.002097,-0.002405
2.480003,-0.000618,-0.000762,-0.002068,-0.002385
2.485002,-0.000628,-0.000776,-0.002040,-0.002355
2.490002,-0.000638,-0.000786,-0.002014,-0.002335
2.495002,-0.000648,-0.000800,-0.001991,-0.002311
